Address,Data
2976,-567
2980,-567
2984,-544
2988,-544
2992,-542
2996,-542
3000,-548
3004,-548
3008,-546
3012,-546
3016,-535
3020,-535
3024,-542
3028,-542
3032,-539
3036,-539
3040,-532
3044,-532
3048,-535
3052,-535
3056,-544
3060,-544
3064,-532
3068,-532
3072,-532
3076,-532
3080,-542
3084,-542
3088,-527
3092,-527
3096,-488
3100,-488
3104,-450
3108,-450
3112,-416
3116,-416
3120,-396
3124,-396
3128,-410
3132,-410
3136,-409
3140,-409
3144,-414
3148,-414
3152,-416
3156,-416
3160,-416
3164,-416
3168,-424
3172,-424
3176,-440
3180,-440
3184,-436
3188,-436
3192,-463
3196,-463
3200,-461
3204,-461
3208,-455
3212,-455
3216,-477
3220,-477
3224,-486
3228,-486
3232,-474
3236,-474
3240,-470
3244,-470
3248,-493
3252,-493
3256,-494
3260,-494
3264,-488
3268,-488
3272,-506
3276,-506
3280,-494
3284,-494
3288,-481
3292,-481
3296,-474
3300,-474
3304,-424
3308,-424
3312,-404
3316,-404
3320,-385
3324,-385
3328,-341
3332,-341
3336,-350
3340,-350
3344,-366
3348,-366
3352,-378
3356,-378
3360,-368
3364,-368
3368,-451
3372,-451
3376,-479
3380,-479
3384,-489
3388,-489
3392,-510
3396,-510
3400,-523
3404,-523
3408,-525
3412,-525
3416,-521
3420,-521
3424,-508
3428,-508
3432,-585
3436,-585
3440,-749
3444,-749
3448,-390
3452,-390
3456,772
3460,772
3464,445
3468,445
3472,-654
3476,-654
3480,-562
3484,-562
3488,-585
3492,-585
3496,-569
3500,-569
3504,-563
3508,-563
3512,-559
3516,-559
3520,-554
3524,-554
3528,-575
3532,-575
3536,-581
3540,-581
3544,-574
3548,-574
3552,-581
3556,-581
3560,-585
3564,-585
3568,-562
3572,-562
3576,-563
3580,-563
3584,-592
3588,-592
3592,-567
3596,-567
3600,-567
3604,-567
3608,-578
3612,-578
3616,-566
3620,-566
3624,-599
3628,-599
3632,-626
3636,-626
3640,-638
3644,-638
3648,-622
3652,-622
3656,-626
3660,-626
3664,-595
3668,-595
3672,-556
3676,-556
3680,-509
3684,-509
3688,-443
3692,-443
3696,-440
3700,-440
3704,-445
3708,-445
3712,-429
3716,-429
3720,-438
3724,-438
3728,-421
3732,-421
3736,-414
3740,-414
3744,-434
3748,-434
3752,-460
3756,-460
3760,-460
3764,-460
3768,-463
3772,-463
3776,-470
3780,-470
3784,-462
3788,-462
3792,-468
3796,-468
3800,-472
3804,-472
3808,-458
3812,-458
3816,-486
3820,-486
3824,-468
3828,-468
3832,-456
3836,-456
3840,-470
3844,-470
3848,-477
3852,-477
3856,-467
3860,-467
3864,-474
3868,-474
3872,-422
3876,-422
3880,-371
3884,-371
3888,-346
3892,-346
3896,-322
3900,-322
3904,-330
3908,-330
3912,-337
3916,-337
3920,-348
3924,-348
3928,-297
3932,-297
3936,-392
3940,-392
3944,-467
3948,-467
3952,-489
3956,-489
3960,-488
3964,-488
3968,-504
3972,-504
3976,-501
3980,-501
3984,-507
3988,-507
3992,-521
3996,-521
4000,-619
4004,-619
4008,-739
4012,-739
4016,-290
4020,-290
4024,917
4028,917
4032,435
4036,435
4040,-660
4044,-660
4048,-559
4052,-559
4056,-550
4060,-550
4064,-567
4068,-567
4072,-562
4076,-562
4080,-571
4084,-571
4088,-581
4092,-581
4096,-562
4100,-562
4104,-569
4108,-569
4112,-573
4116,-573
4120,-563
4124,-563
4128,-585
4132,-585
4136,-590
4140,-590
4144,-563
4148,-563
4152,-569
4156,-569
4160,-588
4164,-588
4168,-585
4172,-585
4176,-579
4180,-579
4184,-569
4188,-569
4192,-567
4196,-567
4200,-590
4204,-590
4208,-613
4212,-613
4216,-617
4220,-617
4224,-622
4228,-622
4232,-624
4236,-624
4240,-581
4244,-581
4248,-500
4252,-500
4256,-457
4260,-457
4264,-410
4268,-410
4272,-414
4276,-414
4280,-416
4284,-416
4288,-395
4292,-395
4296,-395
4300,-395
4304,-396
4308,-396
4312,-402
4316,-402
4320,-417
4324,-417
4328,-426
4332,-426
4336,-428
4340,-428
4344,-451
4348,-451
4352,-450
4356,-450
4360,-450
4364,-450
4368,-449
4372,-449
4376,-461
4380,-461
4384,-460
4388,-460
4392,-465
4396,-465
4400,-460
4404,-460
4408,-445
4412,-445
4416,-457
4420,-457
4424,-468
4428,-468
4432,-460
4436,-460
4440,-454
4444,-454
4448,-458
4452,-458
4456,-431
4460,-431
4464,-405
4468,-405
4472,-366
4476,-366
4480,-322
4484,-322
4488,-297
4492,-297
4496,-320
4500,-320
4504,-327
4508,-327
4512,-317
4516,-317
4520,-366
4524,-366
4528,-444
4532,-444
4536,-462
4540,-462
4544,-480
4548,-480
4552,-465
4556,-465
4560,-484
4564,-484
4568,-487
4572,-487
4576,-482
4580,-482
4584,-528
4588,-528
4592,-686
4596,-686
100,1000
104,10000
108,504
112,10000
116,500
120,900
500,707
504,707
508,707
512,-707
